Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1481,1767,1,0,2,134,7,88,255,8.31343,15.3731,0,2.07494,2.91877,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,11.7027,1549.28,1,0,3,93,6,88,255,7.95699,14.8602,0,2.07677,2.88138,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,6.5,1541,1,0,3,118,7,88,255,7.88136,14.8475,0,2.20851,3.03623,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,780,638.5,1,0,6,42,5,88,255,100.214,181.619,0,17.7695,31.413,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,704.015,486.191,1,0,2,281,11,88,255,43.7865,79.5338,0,12.2843,21.3613,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,697.191,472.485,1,0,2,311,11,86,255,41.8875,76.1704,0,13.0853,22.7912,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,7.08491,332.453,1,0,4,86,7,90,255,7.4186,13.9535,0,1.82779,2.43792,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,11.9948,324.887,1,0,4,108,7,86,255,7.5,14.0926,0,1.96705,2.71883,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,17.1,317.3,1,0,4,84,6,90,255,7.33333,13.8452,0,1.72921,2.22954,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1007.5,1683.5,1,0,1,334,10,88,255,42.2066,76.7246,0,13.1136,22.901,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,936.966,1644.42,1,0,1,328,11,88,255,39.8659,72.5244,0,11.5521,20.0292,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,528,1564,1,0,1,237,10,88,255,21.4979,39.3207,0,1.93513,2.69091,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,801.5,1535,1,0,1,355,11,88,255,37.138,67.5746,0,10.2609,17.7024,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,424.15,1448.45,1,0,1,436,12,86,255,38.5688,70.1491,0,11.7085,20.3706,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,538,1432,1,0,1,281,10,88,255,31.2171,56.7936,0,7.29233,12.3445,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,613.6,1367.2,1,0,1,410,12,86,255,39.6878,72.1951,0,12.4189,21.5968,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,591,1323,1,0,1,401,12,86,255,34.5536,62.8978,0,9.39236,16.176,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,323.75,1293.25,1,0,1,469,13,88,255,40.1599,73.0618,0,12.668,22.0945,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1237,1216.5,1,0,1,325,11,88,255,36.0523,65.6308,0,9.71252,16.7028,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,632.25,1140.75,1,0,1,154,8,88,255,23.474,42.8182,0,3.08644,4.85695,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1061.1,1112.3,1,0,1,391,12,88,255,37.2302,67.7289,0,10.9206,18.9671,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,381,1101.5,1,0,1,457,12,88,255,39.2276,71.3107,0,11.563,20.1081,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,299.75,1095.25,1,0,1,134,7,88,255,44.4179,80.7015,0,12.9222,22.5438,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1389,1065.5,1,0,1,285,10,88,255,35.2175,64.1123,0,8.65495,14.8608,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1371.5,1038,1,0,1,425,12,86,255,42.9318,78.0847,0,13.4474,23.524,1, "2021-08-06 [오후 1:29:01]: no comment"
"C:\Users\user\Desktop\210806\P8\DH5a_P8(3)_G.png", 1,1641,1012.5,1,0,1,232,9,88,255,33.4526,60.9871,0,8.57192,14.7206,1, "2021-08-06 [오후 1:29:01]: no comment"
